"Year","Month","CPI_Rate","CPIC_Rate","PPI_Rate","PCE_Rate"
1913,2,0,NA,-0.00826446280991733,NA
1913,3,0,NA,0,NA
1913,4,0,NA,0,NA
1913,5,-0.0102040816326532,NA,-0.0083333333333333,NA
1913,6,0.0103092783505156,NA,0,NA
1913,7,0.010204081632653,NA,0.00840336134453779,NA
1913,8,0,NA,0,NA
1913,9,0.0101010101010101,NA,0.0166666666666666,NA
1913,10,0,NA,0,NA
1913,11,0.00999999999999996,NA,-0.00819672131147538,NA
1913,12,-0.00990099009900987,NA,-0.0165289256198347,NA
1914,1,0,NA,-0.00840336134453779,NA
1914,2,-0.00999999999999996,NA,0,NA
1914,3,0,NA,-0.00847457627118656,NA
1914,4,-0.0101010101010101,NA,0,NA
1914,5,0.010204081632653,NA,-0.00854700854700852,NA
1914,6,0,NA,0,NA
1914,7,0.0101010101010101,NA,0,NA
1914,8,0.0199999999999999,NA,0.0344827586206897,NA
1914,9,0,NA,0.0083333333333333,NA
1914,10,-0.00980392156862742,NA,-0.0330578512396695,NA
1914,11,0.00990099009900987,NA,0,NA
1914,12,-0.00980392156862742,NA,-0.00854700854700852,NA
1915,1,0,NA,0.0172413793103449,NA
1915,2,-0.00990099009900987,NA,0,NA
1915,3,-0.00999999999999996,NA,0,NA
1915,4,0.0101010101010101,NA,0,NA
1915,5,0.00999999999999996,NA,0.00847457627118641,NA
1915,6,0,NA,-0.00840336134453779,NA
1915,7,0,NA,0.00847457627118641,NA
1915,8,0,NA,-0.00840336134453779,NA
1915,9,0,NA,0,NA
1915,10,0.00990099009900987,NA,0.0254237288135592,NA
1915,11,0.00980392156862759,NA,0.0165289256198348,NA
1915,12,0,NA,0.040650406504065,NA
1916,1,0.00970873786407763,NA,0.0390625,NA
1916,2,0,NA,0.0150375939849624,NA
1916,3,0.00961538461538458,NA,0.0296296296296297,NA
1916,4,0.00952380952380949,NA,0.014388489208633,NA
1916,5,0.00943396226415091,NA,0.00709219858156026,NA
1916,6,0.0093457943925235,NA,0.00704225352112686,NA
1916,7,0,NA,0.00699300699300697,NA
1916,8,0.00925925925925923,NA,0.0208333333333333,NA
1916,9,0.0183486238532109,NA,0.0204081632653062,NA
1916,10,0.0180180180180181,NA,0.0466666666666666,NA
1916,11,0.0176991150442477,NA,0.070063694267516,NA
1916,12,0.00869565217391301,NA,0.0178571428571429,NA
1917,1,0.00862068965517238,NA,0.0292397660818713,NA
1917,2,0.0256410256410257,NA,0.0227272727272726,NA
1917,3,0,NA,0.0277777777777778,NA
1917,4,0.05,NA,0.0648648648648648,NA
1917,5,0.015873015873016,NA,0.0558375634517767,NA
1917,6,0.0156249999999999,NA,0.00961538461538458,NA
1917,7,-0.0153846153846153,NA,0.00952380952380949,NA
1917,8,0.0156249999999999,NA,0.0141509433962264,NA
1917,9,0.0230769230769231,NA,-0.00930232558139532,NA
1917,10,0.0150375939849624,NA,-0.00938967136150231,NA
1917,11,0,NA,0.00473933649289089,NA
1917,12,0.0148148148148148,NA,0,NA
1918,1,0.0218978102189782,NA,0.018867924528302,NA
1918,2,0.00714285714285712,NA,-0.0231481481481481,NA
1918,3,-0.00709219858156026,NA,0.0331753554502369,NA
1918,4,0.0142857142857142,NA,0.0137614678899083,NA
1918,5,0.0211267605633803,NA,0,NA
1918,6,0.0137931034482758,NA,0.00452488687782796,NA
1918,7,0.0272108843537415,NA,0.0225225225225225,NA
1918,8,0.0198675496688742,NA,0.0220264317180617,NA
1918,9,0.0194805194805194,NA,0.021551724137931,NA
1918,10,0.0191082802547771,NA,-0.00843881856540081,NA
1918,11,0.01875,NA,0,NA
1918,12,0.0122699386503067,NA,0,NA
1919,1,0,NA,-0.0127659574468085,NA
1919,2,-0.0181818181818182,NA,-0.0344827586206897,NA
1919,3,0.0123456790123456,NA,0.00892857142857156,NA
1919,4,0.0182926829268293,NA,0.0132743362831857,NA
1919,5,0.0119760479041916,NA,0.017467248908297,NA
1919,6,0,NA,0.00429184549356214,NA
1919,7,0.029585798816568,NA,0.0384615384615386,NA
1919,8,0.0172413793103449,NA,0.0246913580246913,NA
1919,9,0.00564971751412437,NA,-0.0240963855421686,NA
1919,10,0.0168539325842697,NA,0.00411522633744847,NA
1919,11,0.0220994475138121,NA,0.0204918032786885,NA
1919,12,0.0216216216216215,NA,0.0441767068273093,NA
1920,1,0.0211640211640213,NA,0.0461538461538461,NA
1920,2,0.0103626943005181,NA,-0.00367647058823522,NA
1920,3,0.0102564102564102,NA,0.00738007380073798,NA
1920,4,0.0304568527918782,NA,0.0439560439560439,NA
1920,5,0.0147783251231527,NA,0.0105263157894737,NA
1920,6,0.0145631067961164,NA,-0.00347222222222227,NA
1920,7,-0.00478468899521521,NA,-0.00348432055749122,NA
1920,8,-0.0240384615384615,NA,-0.027972027972028,NA
1920,9,-0.0147783251231527,NA,-0.0359712230215827,NA
1920,10,-0.00500000000000007,NA,-0.0708955223880598,NA
1920,11,-0.0050251256281406,NA,-0.0763052208835341,NA
1920,12,-0.0202020202020203,NA,-0.0956521739130435,NA
1921,1,-0.0206185567010309,NA,-0.0576923076923077,NA
1921,2,-0.0315789473684211,NA,-0.0765306122448979,NA
1921,3,-0.00543478260869554,NA,-0.0220994475138123,NA
1921,4,-0.0109289617486338,NA,-0.03954802259887,NA
1921,5,-0.0220994475138123,NA,-0.0235294117647058,NA
1921,6,-0.00564971751412417,NA,-0.0301204819277108,NA
1921,7,0.00568181818181806,NA,0,NA
1921,8,0,NA,0,NA
1921,9,-0.0112994350282485,NA,0,NA
1921,10,0,NA,0.00621118012422347,NA
1921,11,-0.0057142857142858,NA,0,NA
1921,12,-0.00574712643678149,NA,-0.0123456790123456,NA
1922,1,-0.0231213872832371,NA,-0.01875,NA
1922,2,0,NA,0.0191082802547771,NA
1922,3,-0.0118343195266272,NA,0,NA
1922,4,0,NA,0.00625000000000009,NA
1922,5,0,NA,0.031055900621118,NA
1922,6,0,NA,0,NA
1922,7,0.00598802395209589,NA,0.0301204819277108,NA
1922,8,-0.0119047619047619,NA,-0.00584795321637435,NA
1922,9,0,NA,0.00588235294117655,NA
1922,10,0.00602409638554204,NA,0.00584795321637414,NA
1922,11,0.00598802395209589,NA,0.00581395348837218,NA
1922,12,0.00595238095238083,NA,0,NA
1923,1,-0.00591715976331348,NA,0.0173410404624278,NA
1923,2,0,NA,0.0113636363636363,NA
1923,3,0,NA,0.0112359550561797,NA
1923,4,0.00595238095238083,NA,-0.00555555555555563,NA
1923,5,0,NA,-0.0223463687150837,NA
1923,6,0.00591715976331369,NA,-0.0114285714285714,NA
1923,7,0.0117647058823529,NA,-0.0173410404624278,NA
1923,8,-0.00581395348837197,NA,-0.00588235294117655,NA
1923,9,0.00584795321637414,NA,0.0177514792899409,NA
1923,10,0.00581395348837218,NA,-0.00581395348837197,NA
1923,11,0,NA,-0.00584795321637435,NA
1923,12,0,NA,-0.00588235294117655,NA
1924,1,0,NA,0.0177514792899409,NA
1924,2,-0.00578034682080933,NA,0,NA
1924,3,-0.00581395348837197,NA,-0.0116279069767441,NA
1924,4,-0.00584795321637435,NA,-0.0176470588235295,NA
1924,5,0,NA,-0.0119760479041916,NA
1924,6,0,NA,-0.00606060606060615,NA
1924,7,0.00588235294117655,NA,0.00609756097560984,NA
1924,8,-0.00584795321637435,NA,0.0121212121212121,NA
1924,9,0.00588235294117655,NA,0,NA
1924,10,0.00584795321637414,NA,0.0119760479041916,NA
1924,11,0,NA,0.0118343195266274,NA
1924,12,0.00581395348837218,NA,0.023391812865497,NA
1925,1,0,NA,0.0114285714285714,NA
1925,2,-0.00578034682080933,NA,0.0112994350282485,NA
1925,3,0.00581395348837218,NA,0,NA
1925,4,-0.00578034682080933,NA,-0.0223463687150837,NA
1925,5,0.00581395348837218,NA,0,NA
1925,6,0.0115606936416185,NA,0.0114285714285714,NA
1925,7,0.0114285714285714,NA,0.0169491525423729,NA
1925,8,0,NA,-0.00555555555555563,NA
1925,9,0,NA,-0.00558659217877083,NA
1925,10,0,NA,0,NA
1925,11,0.0169491525423729,NA,0.0112359550561797,NA
1925,12,-0.00555555555555563,NA,-0.0111111111111111,NA
1926,1,0,NA,0,NA
1926,2,0,NA,-0.0112359550561797,NA
1926,3,-0.00558659217877083,NA,-0.0170454545454546,NA
1926,4,0.00561797752808977,NA,0,NA
1926,5,-0.00558659217877083,NA,0,NA
1926,6,-0.00561797752808997,NA,0,NA
1926,7,-0.0112994350282485,NA,-0.0115606936416185,NA
1926,8,-0.0057142857142858,NA,0,NA
1926,9,0.00574712643678169,NA,0.00584795321637414,NA
1926,10,0.0057142857142858,NA,-0.00581395348837197,NA
1926,11,0.00568181818181806,NA,-0.00584795321637435,NA
1926,12,0,NA,-0.00588235294117655,NA
1927,1,-0.0112994350282485,NA,-0.029585798816568,NA
1927,2,-0.0057142857142858,NA,0.0121951219512197,NA
1927,3,-0.00574712643678149,NA,-0.00602409638554225,NA
1927,4,0,NA,-0.0121212121212121,NA
1927,5,0.00578034682080913,NA,-0.00613496932515346,NA
1927,6,0.0114942528735634,NA,0,NA
1927,7,-0.0170454545454546,NA,0,NA
1927,8,-0.00578034682080933,NA,0.0123456790123456,NA
1927,9,0.00581395348837218,NA,0.0121951219512197,NA
1927,10,0.00578034682080913,NA,0.00602409638554204,NA
1927,11,-0.00574712643678149,NA,-0.00598802395209568,NA
1927,12,0,NA,0,NA
1928,1,0,NA,0,NA
1928,2,-0.0115606936416185,NA,-0.00602409638554225,NA
1928,3,0,NA,0,NA
1928,4,0,NA,0.0121212121212121,NA
1928,5,0.00584795321637414,NA,0.00598802395209589,NA
1928,6,-0.00581395348837197,NA,-0.00595238095238104,NA
1928,7,0,NA,0.00598802395209589,NA
1928,8,0,NA,0,NA
1928,9,0.0116959064327485,NA,0.0119047619047619,NA
1928,10,-0.00578034682080933,NA,-0.0176470588235295,NA
1928,11,0,NA,-0.0119760479041916,NA
1928,12,-0.00581395348837197,NA,0,NA
1929,1,0,NA,0,NA
1929,2,0,NA,-0.00606060606060615,NA
1929,3,-0.00584795321637435,NA,0.0121951219512197,NA
1929,4,-0.00588235294117655,NA,-0.00602409638554225,NA
1929,5,0.00591715976331369,NA,-0.0121212121212121,NA
1929,6,0.00588235294117655,NA,0.00613496932515324,NA
1929,7,0.0116959064327485,NA,0.0121951219512197,NA
1929,8,0,NA,0,NA
1929,9,0,NA,0,NA
1929,10,0,NA,-0.0120481927710845,NA
1929,11,0,NA,-0.0182926829268291,NA
1929,12,-0.00578034682080933,NA,0,NA
1930,1,-0.00581395348837197,NA,-0.0124223602484473,NA
1930,2,-0.00584795321637435,NA,-0.0125786163522013,NA
1930,3,-0.00588235294117655,NA,-0.0127388535031847,NA
1930,4,0.00591715976331369,NA,0,NA
1930,5,-0.00588235294117655,NA,-0.0129032258064516,NA
1930,6,-0.00591715976331348,NA,-0.0196078431372549,NA
1930,7,-0.0119047619047619,NA,-0.0333333333333333,NA
1930,8,-0.00602409638554225,NA,0,NA
1930,9,0.00606060606060615,NA,0,NA
1930,10,-0.00602409638554225,NA,-0.0137931034482758,NA
1930,11,-0.00606060606060615,NA,-0.020979020979021,NA
1930,12,-0.0182926829268291,NA,-0.0214285714285715,NA
1931,1,-0.0124223602484473,NA,-0.0145985401459854,NA
1931,2,-0.0125786163522013,NA,-0.0222222222222223,NA
1931,3,-0.00636942675159233,NA,-0.00757575757575755,NA
1931,4,-0.00641025641025639,NA,-0.015267175572519,NA
1931,5,-0.0129032258064516,NA,-0.0232558139534884,NA
1931,6,-0.0130718954248367,NA,-0.0158730158730158,NA
1931,7,0,NA,0,NA
1931,8,0,NA,0,NA
1931,9,-0.00662251655629137,NA,-0.00806451612903223,NA
1931,10,-0.00666666666666664,NA,-0.0162601626016261,NA
1931,11,-0.0134228187919464,NA,0,NA
1931,12,-0.00680272108843535,NA,-0.024793388429752,NA
1932,1,-0.0205479452054794,NA,-0.016949152542373,NA
1932,2,-0.0139860139860141,NA,-0.0172413793103448,NA
1932,3,-0.00709219858156026,NA,0,NA
1932,4,-0.00714285714285712,NA,-0.00877192982456137,NA
1932,5,-0.0143884892086332,NA,-0.0176991150442479,NA
1932,6,-0.00729927007299268,NA,-0.00900900900900898,NA
1932,7,0,NA,0.00909090909090906,NA
1932,8,-0.00735294117647056,NA,0.00900900900900898,NA
1932,9,-0.00740740740740738,NA,0.00892857142857156,NA
1932,10,-0.00746268656716415,NA,-0.0176991150442479,NA
1932,11,-0.00751879699248131,NA,-0.00900900900900898,NA
1932,12,-0.00757575757575755,NA,-0.0181818181818181,NA
1933,1,-0.015267175572519,NA,-0.0277777777777778,NA
1933,2,-0.0155038759689923,NA,-0.019047619047619,NA
1933,3,-0.00787401574803147,NA,0.00970873786407763,NA
1933,4,0,NA,0,NA
1933,5,0,NA,0.0384615384615385,NA
1933,6,0.00793650793650791,NA,0.0370370370370369,NA
1933,7,0.031496062992126,NA,0.0625000000000001,NA
1933,8,0.00763358778625951,NA,0.00840336134453779,NA
1933,9,0,NA,0.0166666666666666,NA
1933,10,0,NA,0.00819672131147553,NA
1933,11,0,NA,0,NA
1933,12,0,NA,-0.00813008130081312,NA
1934,1,0,NA,0.0163934426229509,NA
1934,2,0.00757575757575768,NA,0.0241935483870967,NA
1934,3,0,NA,0,NA
1934,4,0,NA,0,NA
1934,5,0,NA,0,NA
1934,6,0.00751879699248118,NA,0.0157480314960631,NA
1934,7,0,NA,0,NA
1934,8,0,NA,0.0232558139534883,NA
1934,9,0.0149253731343283,NA,0.0151515151515152,NA
1934,10,-0.00735294117647056,NA,-0.0149253731343284,NA
1934,11,0,NA,0,NA
1934,12,-0.00740740740740738,NA,0.00757575757575768,NA
1935,1,0.0149253731343283,NA,0.0225563909774435,NA
1935,2,0.00735294117647056,NA,0.00735294117647056,NA
1935,3,0,NA,0,NA
1935,4,0.0072992700729928,NA,0.0072992700729928,NA
1935,5,0,NA,0,NA
1935,6,-0.00724637681159431,NA,0,NA
1935,7,0,NA,-0.00724637681159431,NA
1935,8,0,NA,0.0145985401459855,NA
1935,9,0,NA,0,NA
1935,10,0,NA,0,NA
1935,11,0.0072992700729928,NA,0,NA
1935,12,0,NA,0.00719424460431652,NA
1936,1,0,NA,-0.00714285714285712,NA
1936,2,0,NA,0,NA
1936,3,-0.00724637681159431,NA,-0.0143884892086332,NA
1936,4,0,NA,0,NA
1936,5,0,NA,-0.0145985401459854,NA
1936,6,0.0072992700729928,NA,0.0148148148148148,NA
1936,7,0.00724637681159418,NA,0.0145985401459855,NA
1936,8,0.00719424460431652,NA,0.00719424460431652,NA
1936,9,0,NA,0,NA
1936,10,0,NA,0,NA
1936,11,0,NA,0.0142857142857142,NA
1936,12,0,NA,0.0211267605633803,NA
1937,1,0.00714285714285712,NA,0.0206896551724138,NA
1937,2,0,NA,0.00675675675675673,NA
1937,3,0.00709219858156026,NA,0.0134228187919463,NA
1937,4,0.00704225352112686,NA,0.00662251655629137,NA
1937,5,0.00699300699300697,NA,-0.00657894736842103,NA
1937,6,0,NA,-0.00662251655629137,NA
1937,7,0.00694444444444442,NA,0.0133333333333333,NA
1937,8,0,NA,-0.00657894736842103,NA
1937,9,0.00689655172413791,NA,0,NA
1937,10,0,NA,-0.0264900662251656,NA
1937,11,-0.00684931506849313,NA,-0.0204081632653061,NA
1937,12,-0.00689655172413791,NA,-0.0208333333333334,NA
1938,1,-0.013888888888889,NA,-0.00709219858156026,NA
1938,2,-0.00704225352112674,NA,-0.0142857142857142,NA
1938,3,0,NA,-0.00724637681159431,NA
1938,4,0.00709219858156026,NA,-0.0145985401459854,NA
1938,5,-0.00704225352112674,NA,0,NA
1938,6,0,NA,0,NA
1938,7,0,NA,0.00740740740740738,NA
1938,8,0,NA,-0.0147058823529411,NA
1938,9,0,NA,0.00746268656716415,NA
1938,10,-0.00709219858156026,NA,-0.00740740740740738,NA
1938,11,0,NA,0,NA
1938,12,0,NA,-0.00746268656716415,NA
1939,1,0,NA,0,NA
1939,2,-0.00714285714285712,NA,0,NA
1939,3,0,NA,-0.00751879699248131,NA
1939,4,-0.00719424460431652,NA,-0.00757575757575755,NA
1939,5,0,NA,0,NA
1939,6,0,NA,-0.00763358778625951,NA
1939,7,0,NA,0,NA
1939,8,0,NA,-0.00769230769230766,NA
1939,9,0.0217391304347825,NA,0.0542635658914728,NA
1939,10,-0.00709219858156026,NA,0.00735294117647056,NA
1939,11,0,NA,-0.00729927007299268,NA
1939,12,0,NA,0.00735294117647056,NA
1940,1,-0.00714285714285712,NA,0,NA
1940,2,0.00719424460431652,NA,-0.00729927007299268,NA
1940,3,0,NA,-0.00735294117647056,NA
1940,4,0,NA,0,NA
1940,5,0,NA,0,NA
1940,6,0.00714285714285712,NA,-0.00740740740740738,NA
1940,7,-0.00709219858156026,NA,0,NA
1940,8,0,NA,0,NA
1940,9,0,NA,0,NA
1940,10,0,NA,0.0149253731343283,NA
1940,11,0,NA,0.00735294117647056,NA
1940,12,0.00714285714285712,NA,0.0072992700729928,NA
1941,1,0,NA,0.00724637681159418,NA
1941,2,0,NA,0,NA
1941,3,0.00709219858156026,NA,0.00719424460431652,NA
1941,4,0.00704225352112686,NA,0.0285714285714286,NA
1941,5,0.00699300699300697,NA,0.0138888888888888,NA
1941,6,0.0208333333333333,NA,0.0273972602739726,NA
1941,7,0,NA,0.02,NA
1941,8,0.0136054421768708,NA,0.0196078431372548,NA
1941,9,0.0134228187919463,NA,0.0128205128205129,NA
1941,10,0.0132450331125829,NA,0.00632911392405061,NA
1941,11,0.00653594771241828,NA,0,NA
1941,12,0.00649350649350647,NA,0.0188679245283018,NA
1942,1,0.0129032258064516,NA,0.0185185185185186,NA
1942,2,0.00636942675159245,NA,0.0121212121212121,NA
1942,3,0.0126582278481012,NA,0.00598802395209589,NA
1942,4,0.00625000000000009,NA,0.0119047619047619,NA
1942,5,0.0124223602484472,NA,0,NA
1942,6,0,NA,0,NA
1942,7,0.00613496932515324,NA,0,NA
1942,8,0.00609756097560984,NA,0.00588235294117655,NA
1942,9,0,NA,0.00584795321637414,NA
1942,10,0.0121212121212121,NA,0,NA
1942,11,0.00598802395209589,NA,0.00581395348837218,NA
1942,12,0.00595238095238083,NA,0.00578034682080913,NA
1943,1,0,NA,0.00574712643678169,NA
1943,2,0,NA,0.0114285714285714,NA
1943,3,0.0177514792899409,NA,0.00564971751412437,NA
1943,4,0.0116279069767441,NA,0.00561797752808977,NA
1943,5,0.00574712643678169,NA,0,NA
1943,6,0,NA,0,NA
1943,7,-0.0057142857142858,NA,-0.00558659217877083,NA
1943,8,-0.00574712643678149,NA,0,NA
1943,9,0.00578034682080913,NA,0,NA
1943,10,0,NA,0,NA
1943,11,0,NA,-0.00561797752808997,NA
1943,12,0,NA,0.00564971751412437,NA
1944,1,0,NA,0,NA
1944,2,0,NA,0,NA
1944,3,0,NA,0.00561797752808977,NA
1944,4,0.00574712643678169,NA,0,NA
1944,5,0,NA,0,NA
1944,6,0.0057142857142858,NA,0.00558659217877103,NA
1944,7,0.00568181818181806,NA,-0.00555555555555563,NA
1944,8,0,NA,0,NA
1944,9,0,NA,0,NA
1944,10,0,NA,0,NA
1944,11,0,NA,0.00558659217877103,NA
1944,12,0.00564971751412437,NA,0,NA
1945,1,0,NA,0.00555555555555563,NA
1945,2,0,NA,0,NA
1945,3,0,NA,0,NA
1945,4,0,NA,0.00552486187845292,NA
1945,5,0.00561797752808977,NA,0.00549450549450557,NA
1945,6,0.0111731843575421,NA,0,NA
1945,7,0,NA,0,NA
1945,8,0,NA,-0.00546448087431702,NA
1945,9,0,NA,-0.00549450549450538,NA
1945,10,0,NA,0.00552486187845292,NA
1945,11,0,NA,0.0109890109890109,NA
1945,12,0.00552486187845292,NA,0,NA
1946,1,0,NA,0,NA
1946,2,-0.00549450549450538,NA,0.00543478260869573,NA
1946,3,0.011049723756906,NA,0.0162162162162163,NA
1946,4,0.00546448087431682,NA,0.0106382978723404,NA
1946,5,0.00543478260869573,NA,0.00526315789473692,NA
1946,6,0.0108108108108108,NA,0.0157068062827224,NA
1946,7,0.0588235294117648,NA,0.108247422680412,NA
1946,8,0.0202020202020201,NA,0.0325581395348837,NA
1946,9,0.00990099009900987,NA,-0.0360360360360361,NA
1946,10,0.019607843137255,NA,0.0794392523364487,NA
1946,11,0.0240384615384615,NA,0.0432900432900433,NA
1946,12,0.00938967136150231,NA,0.00829875518672196,NA
1947,1,0,NA,0.00823045267489709,NA
1947,2,0,NA,0.00816326530612242,NA
1947,3,0.0186046511627906,NA,0.0242914979757086,NA
1947,4,0,NA,-0.00790513833992092,NA
1947,5,0,NA,-0.00398406374501998,NA
1947,6,0.00456621004566217,NA,0,NA
1947,7,0.00909090909090906,NA,0.012,NA
1947,8,0.0135135135135135,NA,0.0118577075098814,NA
1947,9,0.0222222222222222,NA,0.01953125,NA
1947,10,0,NA,0.0114942528735631,NA
1947,11,0.00434782608695658,NA,0.0113636363636364,NA
1947,12,0.0129870129870129,NA,0.0187265917602996,NA
1948,1,0.0128205128205129,NA,0.0183823529411765,NA
1948,2,-0.00843881856540081,NA,-0.0180505415162455,NA
1948,3,-0.00425531914893623,NA,0,NA
1948,4,0.0170940170940172,NA,0.00735294117647056,NA
1948,5,0.00420168067226882,NA,0.0036496350364964,NA
1948,6,0.0083682008368202,NA,0.00727272727272725,NA
1948,7,0.0124481327800829,NA,0.0108303249097473,NA
1948,8,0.00409836065573776,NA,0.00714285714285712,NA
1948,9,0,NA,-0.00354609929078007,NA
1948,10,-0.00408163265306128,NA,-0.0106761565836299,NA
1948,11,-0.00819672131147538,NA,0,NA
1948,12,-0.00413223140495859,NA,-0.00719424460431652,NA
1949,1,-0.00414937759336105,NA,-0.0108695652173913,NA
1949,2,-0.0083333333333333,NA,-0.0183150183150183,NA
1949,3,0,NA,0,NA
1949,4,0.00420168067226882,NA,-0.0111940298507463,NA
1949,5,-0.00418410041840995,NA,-0.00754716981132073,NA
1949,6,0.00420168067226882,NA,-0.0114068441064639,NA
1949,7,-0.00836820083682006,NA,0,NA
1949,8,0.00421940928270048,NA,0,NA
1949,9,0.00420168067226882,NA,0.0038461538461539,NA
1949,10,-0.00836820083682006,NA,-0.00383141762452113,NA
1949,11,0.00421940928270048,NA,0,NA
1949,12,-0.00840336134453779,NA,-0.0038461538461539,NA
1950,1,-0.00423728813559328,NA,0,NA
1950,2,0,NA,0.00772200772200783,NA
1950,3,0.00425531914893623,NA,0,NA
1950,4,0,NA,0,NA
1950,5,0.00423728813559313,NA,0.0114942528735631,NA
1950,6,0.00421940928270048,NA,0.00757575757575768,NA
1950,7,0.0126050420168068,NA,0.0263157894736842,NA
1950,8,0.00829875518672196,NA,0.0219780219780219,NA
1950,9,0.00411522633744847,NA,0.017921146953405,NA
1950,10,0.00819672131147553,NA,0.00704225352112686,NA
1950,11,0.00406504065040642,NA,0.0139860139860139,NA
1950,12,0.0121457489878543,NA,0.0241379310344827,NA
1951,1,0.0159999999999999,NA,0.026936026936027,NA
1951,2,0.0118110236220473,NA,0.0131147540983606,NA
1951,3,0.00389105058365764,NA,0,NA
1951,4,0,NA,-0.00323624595469249,NA
1951,5,0.00387596899224798,NA,-0.00324675324675329,NA
1951,6,0,NA,-0.006514657980456,NA
1951,7,0,NA,-0.0065573770491803,NA
1951,8,0,NA,-0.00660066006600658,NA
1951,9,0.00772200772200783,NA,0,NA
1951,10,0.00383141762452099,NA,0,NA
1951,11,0.00763358778625951,NA,0,NA
1951,12,0.00378787878787884,NA,0,NA
1952,1,0,NA,-0.00332225913621267,NA
1952,2,-0.00754716981132073,NA,-0.00666666666666664,NA
1952,3,0,NA,0,NA
1952,4,0.00380228136882121,NA,-0.00671140939597313,NA
1952,5,0,NA,0,NA
1952,6,0.00378787878787884,NA,-0.00337837837837843,NA
1952,7,0.00754716981132073,NA,0.00338983050847462,NA
1952,8,0,NA,0.00675675675675673,NA
1952,9,0,NA,-0.00671140939597313,NA
1952,10,0,NA,-0.00337837837837843,NA
1952,11,0,NA,-0.00677966101694913,NA
1952,12,0,NA,-0.00682593856655288,NA
1953,1,-0.00374531835205985,NA,0,NA
1953,2,-0.00375939849624065,NA,0,NA
1953,3,0.00377358490566043,NA,0.00343642611683841,NA
1953,4,0,NA,-0.00684931506849313,NA
1953,5,0.00375939849624052,NA,0.00344827586206901,NA
1953,6,0.00374531835205998,NA,-0.00343642611683854,NA
1953,7,0,NA,0.0137931034482758,NA
1953,8,0.00373134328358201,NA,-0.00340136054421761,NA
1953,9,0,NA,0.00341296928327638,NA
1953,10,0.00371747211895916,NA,-0.00680272108843535,NA
1953,11,-0.00370370370370376,NA,-0.0034246575342465,NA
1953,12,0,NA,0.00343642611683841,NA
1954,1,0,NA,0.00684931506849313,NA
1954,2,0,NA,-0.00340136054421761,NA
1954,3,0,NA,0,NA
1954,4,-0.00371747211895903,NA,0.00341296928327638,NA
